"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"379",23,33,22,19,19,31,27,28,24,27,24,21,24,23,22,24,21,21,21,22,27,24,26,24,26,24,24,26,29,22,25,23,26,26,24
"380",22,28,26,30,20,24,30,25,26,29,21,24,29,17,25,23,24,28,22,27,19,25,24,26,21,27,28,26,25,27,30,26,23,26,26
"381",22,16,28,28,22,21,35,24,28,26,26,26,32,23,27,27,24,24,21,24,31,26,24,27,21,23,25,25,23,30,25,24,24,24,27
"382",24,21,28,27,24,24,24,14,25,25,25,32,27,23,29,31,24,23,26,23,25,29,26,27,32,29,24,25,23,21,26,25,26,27,24
"383",29,30,27,30,21,26,20,22,19,19,24,25,27,23,20,25,21,22,22,29,29,27,24,26,23,28,25,26,23,28,25,25,28,26,24
"384",18,22,23,18,31,25,29,27,25,28,28,24,27,24,22,23,26,26,21,27,23,24,24,24,24,26,26,24,24,25,25,23,24,24,25
"385",23,24,30,20,22,18,15,29,28,20,20,27,29,26,28,23,29,19,29,24,24,22,28,26,25,26,28,24,23,27,25,25,26,27,23
"386",23,24,28,27,22,34,23,19,28,20,24,23,23,27,29,22,22,19,22,22,25,25,24,26,29,24,26,24,24,21,24,23,24,23,23
"387",31,18,21,23,30,25,26,26,26,20,19,26,25,21,28,22,25,24,26,25,32,23,24,29,23,23,26,22,19,31,23,27,23,26,26
"388",30,18,27,28,35,27,26,23,24,32,19,30,22,21,21,23,26,26,25,24,22,22,25,22,23,29,29,26,26,27,26,24,27,23,23
"389",21,22,28,21,21,28,23,21,16,17,23,19,30,30,24,23,22,23,29,26,20,25,23,28,28,25,21,24,26,25,24,26,25,24,26
"390",20,23,28,23,25,22,30,25,31,26,27,26,27,28,17,22,19,20,26,27,24,25,24,20,26,21,23,27,25,23,23,25,25,22,25
"391",23,24,30,30,22,27,26,25,22,25,30,29,25,27,24,26,21,23,21,28,27,21,23,24,25,24,25,27,25,25,21,26,23,27,22
"392",25,31,29,21,19,27,21,25,21,21,28,28,23,24,17,24,22,24,24,22,25,19,22,21,31,26,25,22,22,27,23,24,26,25,24
"393",28,24,29,27,18,26,23,22,21,24,31,24,28,25,24,22,20,27,27,27,23,23,24,23,21,23,28,26,26,27,25,25,24,27,25
"394",25,18,25,28,19,26,23,36,28,28,29,23,29,17,19,27,24,24,26,24,25,24,23,19,26,27,25,25,27,24,25,23,24,24,23
"395",22,26,31,30,27,29,21,24,20,21,27,27,29,22,27,29,24,26,23,26,20,21,23,24,23,25,22,23,29,22,25,25,24,24,26
"396",20,22,23,25,24,26,19,29,31,24,28,20,20,23,28,21,28,26,33,24,24,22,25,23,20,22,21,26,22,23,27,25,28,23,24
"397",26,26,28,27,26,25,25,20,30,28,28,22,22,27,24,27,27,27,20,23,23,23,27,28,23,26,26,24,27,26,25,23,24,24,25
"398",19,27,22,29,23,24,22,30,23,20,20,29,19,26,23,27,22,23,23,26,26,24,24,23,24,26,30,30,23,22,25,22,25,24,20
"399",29,21,28,25,19,22,23,24,25,23,25,25,22,28,30,21,26,24,24,20,24,23,24,31,25,25,25,27,27,23,25,28,25,24,22
"400",22,28,26,26,26,26,28,23,23,25,28,28,28,21,18,24,29,28,24,22,23,26,25,29,26,24,24,23,25,23,27,22,24,26,27
"401",23,33,23,29,25,23,27,32,24,23,22,25,21,22,26,28,29,20,29,19,27,19,26,24,22,23,23,23,24,27,25,21,27,25,26
"402",25,21,22,22,27,19,15,28,24,26,23,27,20,27,36,22,26,32,29,28,25,21,25,27,26,24,24,26,25,24,23,21,26,23,24
"403",28,23,30,18,27,27,26,28,27,27,22,22,23,26,29,24,27,28,23,33,23,25,25,28,29,24,26,23,23,24,22,27,25,25,25
"404",23,23,29,19,23,23,26,30,28,23,25,24,26,24,17,28,25,27,21,24,20,24,25,27,26,28,25,27,25,26,24,27,27,25,25
"405",33,23,21,33,28,30,24,25,23,24,24,28,27,23,27,27,25,28,27,25,23,22,23,21,27,28,28,26,28,27,27,23,23,24,25
"406",27,25,26,24,28,24,20,21,18,23,22,21,26,25,31,25,27,19,17,24,25,27,23,25,24,23,22,23,24,22,27,26,25,25,26
"407",26,33,26,28,31,18,26,25,21,25,28,27,21,32,22,21,24,24,27,27,22,21,23,28,27,29,19,27,23,26,24,26,24,23,26
"408",21,27,27,28,22,22,15,18,20,22,27,24,21,21,27,21,24,28,20,19,25,21,24,24,27,25,27,26,21,20,24,24,25,24,26
"409",29,19,25,26,28,26,27,31,26,28,24,25,20,27,25,27,24,23,30,29,26,23,23,27,20,26,27,26,25,19,24,25,23,23,26
"410",30,29,25,19,30,31,24,27,20,21,23,30,20,20,23,27,23,22,26,21,25,22,25,21,25,24,27,25,24,25,26,24,21,23,24
"411",20,28,16,28,28,25,23,24,32,27,29,22,19,20,25,25,26,23,23,25,27,31,28,27,18,25,29,22,24,26,27,24,23,26,24
"412",19,26,24,33,16,19,26,24,25,22,25,26,19,26,23,22,24,26,31,27,23,26,22,24,25,24,27,25,25,24,24,26,26,22,25
"413",32,17,22,29,31,20,26,24,24,30,27,23,22,24,22,26,19,23,25,23,22,22,24,21,22,26,20,24,25,25,27,24,24,25,23
"414",30,29,19,24,19,22,26,29,26,34,26,19,21,22,24,26,25,23,27,24,24,26,29,26,26,23,21,21,26,23,27,24,24,26,22
"415",22,23,22,22,20,31,26,29,20,22,21,17,22,23,20,24,26,29,26,30,29,23,26,21,25,28,29,22,21,26,23,25,23,24,23
"416",24,22,28,22,25,24,26,24,21,30,25,23,22,21,29,22,30,25,25,19,21,25,31,24,27,28,26,23,27,24,23,24,27,25,26
"417",24,14,17,23,26,23,32,25,25,32,20,18,28,24,24,30,26,31,25,25,20,25,23,28,27,25,27,28,29,25,25,25,26,25,23
"418",33,19,26,28,27,30,21,30,25,39,25,21,22,23,26,25,23,27,27,23,26,26,20,24,26,25,26,23,21,20,25,28,27,24,23
"419",24,37,21,25,23,23,22,28,23,19,28,28,24,25,21,24,21,23,25,24,22,26,24,25,25,23,22,25,24,22,22,25,25,24,25
"420",33,26,21,22,22,31,25,23,25,23,28,24,21,22,24,25,22,28,29,26,23,26,22,25,28,24,29,27,25,24,23,25,25,24,27
"421",28,29,33,30,34,28,18,21,26,24,28,21,25,21,32,25,23,23,26,29,23,30,28,23,25,22,23,23,28,24,26,22,24,24,24
"422",23,27,23,15,30,25,30,29,29,27,28,21,24,18,27,25,21,25,32,22,29,25,29,24,26,21,22,25,21,27,23,26,25,24,24
"423",25,17,24,19,26,25,20,29,19,23,29,26,31,26,26,25,27,22,23,24,22,24,23,27,26,22,27,24,22,29,27,25,25,28,24
"424",15,26,23,26,28,29,25,24,25,33,21,26,26,20,28,25,25,24,22,26,23,25,25,25,22,22,24,22,26,27,23,25,23,24,24
"425",22,23,24,34,31,26,31,26,23,20,28,21,24,28,26,27,22,21,22,25,24,26,29,25,23,24,25,28,26,25,23,25,26,27,22
"426",28,27,22,29,25,27,23,23,29,28,24,33,29,28,21,21,28,24,28,24,26,30,27,27,27,25,24,23,25,25,23,24,25,24,24
"427",30,32,18,25,20,25,21,23,23,22,26,25,27,28,17,25,26,28,24,19,22,23,21,26,24,19,27,25,27,22,23,25,27,25,24
"428",29,32,31,26,32,30,30,28,23,22,27,26,27,26,26,23,23,23,25,26,25,21,25,25,26,28,26,27,30,23,26,29,24,26,25
"429",21,28,24,21,27,21,26,25,20,24,23,24,27,25,29,34,27,25,26,28,24,26,18,26,27,24,27,25,24,27,25,25,25,27,25
"430",29,27,31,27,19,21,30,21,25,31,23,26,21,20,24,28,22,23,24,22,21,26,24,27,26,25,27,27,25,24,24,25,26,25,23
"431",28,28,23,20,28,20,15,23,37,35,16,20,23,20,30,25,24,20,28,29,22,26,26,24,28,28,22,26,25,24,24,22,24,24,22
"432",22,21,29,19,22,22,17,22,27,25,33,22,23,22,29,23,24,27,20,24,27,21,26,22,27,21,25,23,25,25,27,25,24,23,24
"433",40,23,21,27,33,30,27,32,22,23,27,23,33,27,19,26,23,21,24,27,25,31,20,26,20,26,23,21,24,27,24,24,23,24,23
"434",17,20,18,25,37,26,17,22,27,23,26,20,24,30,23,27,29,20,26,26,23,29,24,24,24,22,22,24,23,26,28,25,26,25,25
"435",28,26,15,21,25,23,29,30,26,32,33,28,23,27,31,25,24,23,27,22,25,24,25,25,23,27,22,25,25,20,25,26,26,25,24
"436",21,23,32,25,33,29,24,22,30,30,25,25,22,22,22,28,21,25,24,21,25,24,30,25,22,23,25,25,23,25,25,25,24,27,23
"437",24,27,31,12,25,15,20,21,25,16,20,25,19,28,25,24,23,23,26,25,25,28,28,22,26,24,25,27,24,24,26,24,24,22,25
"438",26,24,25,26,23,26,22,20,32,26,23,30,24,24,27,25,25,22,28,26,26,26,25,22,26,25,23,22,27,27,26,22,25,24,23
"439",25,28,21,29,22,20,32,27,19,20,23,28,26,28,30,21,25,24,30,25,30,26,26,30,28,25,23,27,24,22,24,26,21,25,23
"440",24,29,33,23,21,20,24,20,31,24,23,18,26,20,23,21,25,21,27,26,21,23,25,23,27,22,24,23,27,27,24,25,25,23,24
"441",24,29,27,24,22,28,29,25,23,21,31,27,23,27,22,26,22,24,22,28,23,22,25,23,26,27,25,24,22,24,24,27,28,24,26
"442",34,23,34,28,30,21,26,23,28,14,20,30,23,31,21,32,26,21,28,29,24,26,24,23,27,22,26,22,24,22,27,27,25,26,24
"443",22,24,35,22,20,19,21,22,23,24,29,22,23,27,23,22,17,28,24,28,23,28,23,19,24,23,23,26,25,21,24,22,21,24,25
"444",32,26,23,23,19,23,18,32,27,23,26,23,20,26,22,29,30,24,25,23,24,25,24,24,24,23,25,24,23,25,26,24,27,26,28
"445",28,24,26,39,26,25,20,19,23,25,25,30,31,23,28,31,25,28,26,26,26,25,24,25,20,24,29,23,23,27,25,24,22,24,25
"446",24,30,21,22,26,29,25,21,28,25,25,26,17,23,25,28,28,28,27,29,23,24,30,26,25,24,28,29,22,21,27,26,28,27,23
"447",47,28,23,20,19,21,22,30,26,29,24,22,31,23,24,27,30,29,25,21,28,25,27,25,28,26,26,25,24,24,26,25,24,26,25
"448",30,29,19,25,26,24,26,27,28,23,29,22,28,33,23,25,22,24,27,25,20,23,23,22,23,27,24,27,27,27,23,26,25,26,22
"449",25,29,32,24,28,25,20,25,26,24,20,25,24,25,20,25,25,21,25,28,27,22,25,25,29,25,25,27,25,25,25,23,23,24,25
"450",25,20,32,23,25,18,24,30,24,22,30,24,29,21,25,27,19,23,25,29,28,25,21,22,22,24,26,24,26,21,23,23,26,24,26
"451",18,26,26,28,27,29,28,23,17,28,26,20,26,20,24,19,26,26,27,24,23,23,24,24,25,26,24,24,24,19,24,25,25,23,25
"452",35,19,25,25,26,25,23,19,23,30,28,28,23,24,21,24,20,29,24,25,25,18,25,22,22,21,30,27,23,23,24,25,24,24,25
"453",21,20,27,25,26,22,33,30,29,25,27,23,27,25,22,23,22,18,25,20,25,26,24,21,28,27,25,23,25,24,21,24,23,24,23
"454",20,32,25,19,30,26,25,22,23,22,25,26,26,27,27,24,22,26,21,25,25,23,31,21,23,24,30,26,26,25,25,26,25,22,25
"455",22,32,25,26,20,25,27,17,27,25,23,25,16,18,31,27,25,25,30,21,24,22,23,33,27,24,25,23,25,26,23,25,27,26,23
"456",25,34,24,34,28,23,28,28,27,27,23,21,26,21,21,24,20,25,23,26,24,23,28,25,25,23,21,22,24,26,28,25,25,25,25
"457",24,27,18,29,19,23,21,23,22,27,24,22,26,24,18,22,28,27,26,26,23,23,21,25,25,29,20,26,26,22,26,25,24,26,24
"458",29,27,29,20,29,18,21,24,21,30,27,27,26,26,23,28,28,29,26,26,22,24,28,25,24,23,25,23,25,23,24,25,25,25,25
"459",21,18,22,21,24,20,27,32,27,26,32,26,25,30,23,24,23,21,31,22,27,24,22,26,21,26,29,26,24,23,24,25,25,25,23
"460",26,24,24,25,27,24,27,28,31,31,21,26,20,35,29,27,19,27,25,27,27,29,24,22,26,24,23,22,22,24,25,26,26,27,24
"461",22,22,26,27,26,25,28,27,22,26,33,20,21,23,27,28,29,26,22,26,26,23,24,25,24,26,23,18,23,22,25,25,25,24,21
"462",25,22,24,33,18,25,22,24,30,21,18,32,25,21,24,27,30,26,22,28,26,23,24,21,23,21,21,27,24,26,27,25,25,24,24
"463",31,29,26,21,23,27,20,28,26,32,30,25,25,22,31,27,24,25,26,23,26,23,22,25,29,28,27,21,27,26,24,23,23,27,25
"464",17,26,28,23,18,26,28,19,24,27,21,22,21,26,29,23,27,24,23,22,22,28,18,23,24,22,24,24,26,26,24,27,27,28,26
"465",31,21,23,21,28,13,28,21,31,26,24,29,27,27,21,31,25,25,25,25,24,28,26,23,21,23,25,25,24,25,24,25,26,23,26
"466",19,26,25,25,26,20,26,24,19,28,28,21,26,29,20,21,25,27,21,23,24,22,26,28,23,24,22,25,27,24,25,26,23,23,25
"467",26,27,15,27,23,27,30,23,27,29,21,30,25,25,22,25,25,28,25,21,25,28,30,24,26,26,28,26,21,25,24,26,25,24,25
"468",24,20,37,25,19,25,30,19,27,25,26,22,18,19,32,19,22,22,26,25,23,20,26,22,23,23,27,27,26,24,24,23,25,23,23
"469",23,28,23,25,23,21,22,30,35,30,24,29,27,22,24,23,20,29,24,27,28,25,19,26,29,26,29,28,23,27,24,27,29,23,26
"470",22,20,24,26,34,22,20,28,18,26,25,28,22,24,25,25,26,22,29,27,26,28,22,26,29,22,22,25,32,24,24,24,23,27,24
"471",25,30,29,25,14,25,21,27,17,25,29,25,20,23,30,21,20,22,26,28,29,26,25,29,25,21,30,23,23,23,24,24,24,25,26
"472",32,21,24,27,22,28,29,26,22,26,23,24,23,23,25,25,19,23,23,22,26,21,20,30,25,21,24,24,28,31,24,27,23,24,23
"473",20,23,33,16,20,30,31,24,29,30,26,27,28,21,26,25,24,26,26,28,26,20,21,23,32,23,24,26,21,26,25,23,23,22,24
"474",23,23,33,25,29,16,28,34,35,29,24,22,27,23,26,26,23,28,22,30,21,23,27,25,26,23,24,25,23,20,25,23,24,25,24
"475",20,26,27,26,23,24,26,20,28,24,20,23,24,22,21,23,22,21,20,26,27,22,22,26,23,26,23,25,19,27,27,25,24,23,25
"476",32,20,23,20,37,25,27,25,27,17,22,23,22,26,23,24,24,27,25,27,27,22,21,27,22,23,25,24,23,26,22,24,27,24,25
"477",21,19,21,26,18,33,22,25,24,20,20,18,29,25,28,24,23,23,22,29,26,25,22,22,24,25,29,26,23,26,24,22,24,24,23
"478",25,27,31,36,20,26,28,31,26,36,22,18,33,23,27,23,21,23,24,26,22,26,22,25,25,25,27,27,24,24,24,27,26,24,26
"479",20,16,23,24,29,17,22,22,28,28,26,23,17,24,25,24,29,27,20,27,23,25,27,25,23,23,20,26,27,25,26,23,24,26,24
"480",21,24,25,27,28,21,25,22,20,25,28,20,31,23,28,23,23,29,25,22,26,26,23,24,20,27,24,26,23,23,23,22,25,23,22
"481",19,24,22,21,31,23,29,35,22,24,26,24,17,26,33,24,21,21,33,22,28,28,29,30,23,22,24,23,23,26,26,26,26,25,21
"482",27,25,24,20,19,23,31,23,31,27,23,28,23,19,25,26,26,22,24,29,24,26,21,26,21,25,26,25,27,22,24,24,23,23,26
"483",25,35,30,25,23,19,23,19,32,23,31,27,22,21,27,31,24,26,27,22,27,26,25,26,28,23,22,25,26,22,24,24,23,27,23
"484",25,27,30,24,18,27,27,19,32,20,22,31,21,31,29,24,24,27,24,31,29,24,27,22,28,26,28,21,26,22,25,24,26,26,24
"485",22,27,25,24,24,23,27,23,27,21,28,24,31,28,26,23,26,24,26,25,23,21,23,28,27,22,23,20,26,29,24,25,26,28,25
"486",15,23,25,31,24,25,26,38,29,15,36,30,24,20,26,26,31,25,29,26,27,25,22,20,26,25,27,23,22,25,25,23,24,25,26
"487",19,29,28,25,33,20,22,25,30,27,22,30,19,33,23,25,21,21,20,22,26,26,24,23,22,26,22,24,24,26,22,27,26,25,25
"488",22,22,24,20,20,23,29,31,26,24,31,21,27,24,29,26,25,25,26,26,28,18,25,24,23,22,28,24,26,27,23,24,23,24,24
"489",26,24,22,28,18,21,19,32,24,21,25,19,25,28,26,31,27,26,23,27,23,25,25,29,23,26,27,23,22,26,25,26,26,25,25
"490",27,24,26,28,24,22,21,21,26,26,18,23,24,22,19,26,21,25,27,21,26,24,27,26,23,24,25,29,23,28,25,24,27,25,25
"491",26,22,23,22,24,20,24,20,23,28,25,24,23,23,26,24,22,24,25,24,25,23,23,24,24,24,22,25,23,28,24,26,24,26,25
"492",22,24,26,28,20,29,27,21,35,27,20,28,21,20,26,25,22,26,18,25,26,30,27,21,26,30,27,23,26,23,26,27,26,23,25
"493",25,20,20,30,21,19,23,20,29,25,23,20,21,25,26,25,30,23,25,27,27,22,23,29,22,23,26,24,30,23,25,24,23,25,20
"494",23,25,27,30,29,29,27,14,17,25,26,25,21,25,18,20,24,27,23,25,26,27,24,27,24,20,23,22,25,23,25,25,26,26,24
"495",26,28,20,21,34,21,26,21,34,21,24,27,23,18,28,22,23,24,24,21,25,23,25,24,22,26,26,27,26,25,24,25,23,25,24
"496",17,28,28,23,29,28,30,25,26,22,27,34,22,26,19,24,28,23,27,29,25,24,24,27,26,24,23,30,24,29,25,23,23,24,25
"497",22,30,33,26,24,18,27,24,34,27,20,26,29,18,32,24,26,30,24,26,23,27,27,28,26,22,24,28,26,23,26,25,25,26,23
"498",33,22,26,29,28,31,26,22,18,19,22,26,24,25,19,24,21,18,22,27,23,27,22,23,28,22,23,25,21,22,23,25,26,25,26
"499",21,29,25,24,26,31,25,23,19,25,28,24,24,18,23,25,28,20,24,28,20,28,24,29,23,28,24,23,22,27,26,24,26,27,25
"500",27,28,27,26,23,28,22,26,24,29,28,30,24,21,26,24,25,29,24,25,27,26,26,27,24,25,24,24,25,25,25,25,24,27,24
"501",24,20,31,20,21,21,25,29,19,26,28,21,27,30,23,25,26,18,26,26,22,21,25,26,23,24,24,27,23,22,24,24,24,26,19
"502",27,18,27,25,24,30,26,26,27,26,22,23,32,29,23,24,25,24,23,21,29,23,27,26,24,27,20,21,22,27,27,24,25,25,22
"503",21,33,23,19,21,23,24,18,25,22,25,23,26,30,27,22,26,26,29,25,27,23,30,22,21,21,25,25,25,22,22,25,27,25,26
"504",25,28,27,24,20,27,21,24,26,25,24,29,26,17,25,17,29,29,26,26,29,20,25,27,24,26,23,25,26,29,23,25,23,27,24
"505",20,19,26,26,15,23,26,24,20,31,26,28,32,23,30,26,29,20,23,19,23,21,26,25,27,27,24,26,25,29,26,26,24,23,26
"506",28,24,23,22,25,27,24,27,28,24,23,30,20,23,33,22,23,24,18,28,25,27,19,28,25,24,23,21,25,28,24,24,25,26,23
"507",38,42,37,29,26,19,24,30,25,22,29,20,22,26,25,26,28,22,20,27,28,27,28,23,29,24,25,24,25,23,23,25,24,27,22
"508",15,24,26,24,35,22,27,27,21,30,27,22,21,24,23,24,28,25,22,23,27,25,27,19,20,26,21,25,26,26,22,24,26,24,26
"509",29,26,20,19,21,26,25,22,31,25,33,25,26,26,27,27,30,26,21,30,23,24,23,29,27,22,20,26,22,27,25,25,22,27,26
"510",18,23,27,22,23,29,19,18,25,20,23,28,31,18,34,21,27,22,26,27,21,23,25,26,23,26,24,24,19,24,24,25,21,22,23
"511",37,23,23,22,21,26,34,24,27,25,25,23,27,24,24,24,23,21,23,24,25,22,26,23,23,26,26,27,27,24,24,24,24,23,24
"512",27,24,18,20,31,27,21,20,19,27,26,22,22,29,23,20,31,27,27,26,26,22,26,24,27,26,24,27,24,24,24,25,24,27,24
"513",27,26,35,17,26,24,29,23,24,18,24,20,26,26,25,26,26,26,27,23,27,31,22,23,27,26,21,24,22,26,24,28,26,26,25
"514",29,26,30,37,24,23,22,26,29,19,23,24,27,26,28,21,23,23,21,27,26,20,24,27,26,25,23,26,23,30,26,26,27,24,25
"515",28,24,25,28,33,29,24,22,32,32,25,22,24,23,29,21,21,21,25,24,24,23,27,25,25,24,26,27,26,25,25,23,25,24,25
"516",38,16,26,16,35,29,26,24,23,25,24,23,29,27,27,26,24,22,26,22,23,24,32,26,27,22,23,26,27,23,22,23,25,25,24
"517",27,25,20,24,22,27,32,26,23,29,30,29,22,28,28,28,28,23,27,29,28,25,28,23,25,27,24,23,22,23,22,22,24,27,25
"518",18,29,28,21,22,24,24,24,27,21,22,26,25,22,25,34,22,23,23,24,23,22,27,26,28,26,22,25,21,27,24,24,27,23,26
"519",25,28,23,31,24,21,26,21,27,22,24,29,26,23,24,24,20,27,21,28,26,23,27,28,28,27,27,28,23,22,23,25,24,27,24
"520",26,22,27,29,26,24,29,24,26,26,29,27,26,28,26,21,22,25,30,25,22,26,27,27,24,23,26,24,28,24,25,24,23,24,22
"521",26,26,28,24,17,30,26,21,25,30,19,27,26,19,23,25,28,21,32,21,23,20,29,22,24,24,24,24,25,22,23,24,25,25,24
"522",27,23,17,28,26,27,28,28,21,24,28,31,37,30,31,21,24,23,29,21,23,24,22,26,22,24,23,26,24,22,24,26,24,24,25
"523",21,27,23,24,27,25,18,25,14,32,24,27,23,22,24,28,26,26,26,24,23,24,27,25,27,21,23,26,23,27,26,23,26,27,24
"524",26,28,36,21,23,24,24,25,22,25,31,23,27,28,29,27,25,31,23,26,19,23,27,30,23,24,25,24,24,22,27,24,21,22,26
"525",21,21,18,29,24,28,23,23,24,21,25,25,28,25,29,27,27,25,22,29,22,23,26,24,27,26,27,29,24,20,24,25,26,25,24
"526",29,23,22,24,25,30,21,25,25,29,22,28,28,20,25,24,24,24,26,25,24,28,24,22,22,25,24,24,25,26,28,24,25,23,25
"527",30,23,19,23,32,24,26,28,28,29,29,18,27,22,27,30,25,23,23,25,24,24,24,25,25,22,24,21,25,23,24,22,23,23,26
"528",23,21,28,22,26,19,20,22,27,28,24,31,24,26,36,29,28,29,24,24,19,23,22,25,26,27,25,25,26,20,27,24,25,25,24
"529",26,27,19,20,19,20,24,24,27,27,22,21,26,28,21,18,26,25,33,26,30,25,25,25,25,21,23,23,20,26,23,28,24,24,25
"530",23,17,26,27,20,22,25,23,21,25,32,24,27,26,21,30,28,26,25,24,26,27,24,23,24,25,26,28,27,26,23,23,22,23,25
"531",28,17,28,29,27,23,30,25,21,29,27,24,18,27,30,20,20,25,32,24,27,26,24,25,26,26,25,31,24,20,25,24,22,25,23
"532",32,28,29,18,21,23,31,19,24,21,24,27,27,30,23,26,18,25,22,25,28,22,23,24,25,26,23,27,22,22,25,27,24,22,25
"533",21,25,27,22,26,27,29,21,28,26,24,23,20,23,21,24,28,23,25,28,23,20,24,29,21,21,27,25,30,28,25,24,26,24,22
"534",22,18,15,28,25,27,24,30,25,23,20,22,21,18,25,25,23,19,23,22,26,20,25,31,26,24,22,24,26,27,25,25,23,26,24
"535",23,27,28,25,28,20,14,28,26,23,22,25,30,26,25,27,21,22,27,27,25,27,22,25,23,27,26,26,23,22,22,24,25,23,23
"536",23,30,27,22,23,29,29,27,27,26,28,25,28,27,26,27,25,31,22,25,20,29,25,25,26,22,25,25,25,25,25,26,27,26,24
"537",30,24,23,27,22,23,24,27,30,32,19,23,18,27,26,24,21,20,27,25,26,19,27,23,23,24,28,24,25,26,24,26,24,23,23
"538",27,29,24,20,30,22,25,28,20,17,29,23,32,24,24,23,23,20,24,24,25,24,23,26,21,25,24,25,26,24,26,24,27,25,24
"539",17,28,27,25,15,24,30,24,23,21,26,24,26,26,22,26,25,23,24,20,26,27,26,26,24,26,24,29,28,23,23,25,24,26,22
"540",24,20,16,23,30,21,26,22,19,30,22,28,29,23,32,26,21,22,21,26,24,20,21,27,27,25,21,25,29,24,25,24,25,24,24
"541",26,36,26,23,24,23,31,26,21,21,25,29,25,27,26,26,25,25,31,28,19,22,28,22,26,25,24,25,23,25,24,24,22,24,21
"542",32,25,23,24,34,22,26,23,22,20,26,28,26,23,22,20,26,26,23,23,26,23,23,27,25,25,23,25,25,24,25,25,25,23,26
"543",29,27,22,21,29,26,31,28,34,23,19,25,29,21,29,23,27,22,26,29,28,27,22,20,18,26,26,25,25,23,23,25,26,24,27
"544",25,27,24,21,26,23,27,31,17,22,22,24,31,23,27,26,17,20,20,26,27,30,25,22,25,27,26,23,23,26,24,26,22,26,22
"545",17,25,25,21,28,24,19,23,20,21,29,20,22,29,32,25,23,23,22,25,21,22,25,25,25,28,25,26,24,27,26,27,24,26,25
"546",27,29,35,31,32,32,25,30,26,21,28,25,23,21,26,23,24,22,24,21,26,28,29,25,23,21,25,23,23,24,27,24,24,28,25
"547",24,29,33,31,25,26,22,20,29,22,19,26,22,22,25,22,18,25,26,24,22,25,24,25,24,21,28,27,27,26,28,22,25,20,24
"548",29,24,27,25,26,26,30,24,24,22,30,28,25,23,26,20,27,22,28,24,21,21,26,26,25,27,25,25,26,19,25,22,29,25,23
"549",26,22,31,25,26,27,22,19,24,20,34,25,21,27,22,29,26,24,25,27,21,23,23,26,26,24,25,25,24,25,24,25,21,26,24
"550",29,23,30,30,21,24,22,21,28,21,25,25,23,23,24,27,26,22,29,23,29,21,21,25,26,25,28,25,25,24,24,26,21,24,30
"551",15,30,16,19,19,25,27,22,20,28,25,34,25,24,20,24,27,22,25,22,27,27,27,26,27,25,27,24,23,20,25,26,24,26,25
"552",17,19,29,23,23,21,28,17,26,15,22,31,20,33,25,24,25,22,24,25,28,24,21,22,25,20,24,27,28,22,24,21,25,24,25
"553",18,26,24,23,20,28,26,25,21,26,20,28,26,25,28,24,22,25,19,20,24,28,26,28,25,26,29,29,25,25,25,24,26,24,24
"554",20,23,24,25,27,22,28,22,26,21,27,23,23,29,23,26,22,26,26,29,26,30,31,23,27,24,24,25,26,28,25,26,25,23,23
"555",26,23,33,29,25,22,16,27,21,18,20,24,22,30,27,23,23,26,28,20,24,23,21,24,20,32,25,25,20,21,27,25,23,22,23
"556",24,24,30,28,36,29,31,34,17,26,24,25,27,27,22,21,26,27,24,26,27,26,24,22,27,27,26,25,24,28,23,21,25,24,25
"557",25,21,22,21,24,26,19,30,28,26,29,30,21,27,17,24,27,22,19,26,29,22,26,25,23,21,27,26,24,24,23,25,24,24,26
"558",28,26,27,22,27,24,22,20,27,22,25,24,24,24,21,28,26,28,25,24,24,28,22,27,23,22,29,27,23,24,27,26,25,23,24
"559",33,16,28,25,24,32,25,24,30,19,30,26,26,25,30,25,30,26,27,25,22,24,28,23,24,25,23,24,22,25,23,26,25,24,24
"560",17,28,37,23,26,21,22,32,21,24,27,24,31,30,27,23,25,28,23,29,26,24,25,22,27,23,25,25,29,25,26,23,25,27,23
"561",24,32,24,33,30,20,30,16,22,19,22,25,26,32,23,25,23,24,27,23,25,23,25,22,24,27,24,22,31,24,25,23,25,23,26
"562",21,22,25,17,22,29,19,27,26,34,25,27,25,20,26,20,23,25,25,24,21,28,24,21,24,25,26,23,27,26,25,25,25,25,24
"563",18,21,30,33,31,26,31,23,25,27,29,22,25,28,20,24,21,27,25,25,26,25,22,25,23,29,24,25,25,24,24,27,24,25,23
"564",16,27,22,26,25,26,25,24,26,27,22,20,33,26,25,22,27,29,27,23,25,25,25,21,24,22,23,21,23,27,23,23,22,27,26
"565",27,24,22,24,30,24,27,23,22,19,28,21,26,31,20,25,27,25,33,25,27,24,24,26,20,26,25,25,25,21,25,25,26,26,24
"566",30,19,22,26,22,23,26,23,29,22,25,24,20,18,27,28,26,30,23,28,27,29,23,27,30,25,31,29,26,28,23,24,22,25,24
"567",18,26,28,27,24,29,35,32,24,26,17,26,31,23,26,27,24,21,25,23,20,30,23,25,25,27,22,24,22,22,26,24,25,26,24
"568",29,31,20,23,17,23,22,21,23,23,23,19,22,22,24,24,27,23,25,21,28,22,30,25,23,23,24,26,21,30,25,23,27,23,24
