project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-CESC	c9e4bac6-0cac-4fca-a548-527deac5b880	TCGA-VS-A9UV	1bfff514-ffc7-4c30-9f0c-5a6c82a4e153	TCGA-VS-A9UV-10A	cbd3329e-a072-4c6f-b446-8a4442b6daf9	TCGA-VS-A9UV-10A-01	f921b579-6e9f-47d2-aa96-d1a126a9e79f	TCGA-VS-A9UV-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	c9e4bac6-0cac-4fca-a548-527deac5b880	TCGA-VS-A9UV	60817f05-7c77-4631-a77e-d7a018aa1a23	TCGA-VS-A9UV-01A	66d938cc-a1ed-4480-bb20-f690b65911f2	TCGA-VS-A9UV-01A-11	0a925d74-7dc4-4cf8-806e-fe885ddbf4fa	TCGA-VS-A9UV-01A-11R	1.91	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.44	8.7	UV Spec	released	'--
TCGA-CESC	c9e4bac6-0cac-4fca-a548-527deac5b880	TCGA-VS-A9UV	60817f05-7c77-4631-a77e-d7a018aa1a23	TCGA-VS-A9UV-01A	66d938cc-a1ed-4480-bb20-f690b65911f2	TCGA-VS-A9UV-01A-11	1acb5e66-8806-4da0-a13c-7b4fa3a863e2	TCGA-VS-A9UV-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UCS	6385194a-d75b-4bd3-9e70-9aa36250d5b9	TCGA-ND-A4WC	80ea40ec-143d-491f-87b4-dd2294e4cd9d	TCGA-ND-A4WC-10A	401fdccc-0367-4592-9129-8fb991e8d0ae	TCGA-ND-A4WC-10A-01	51976e95-3e34-4778-aac8-aff68e916aa2	TCGA-ND-A4WC-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	6385194a-d75b-4bd3-9e70-9aa36250d5b9	TCGA-ND-A4WC	80ea40ec-143d-491f-87b4-dd2294e4cd9d	TCGA-ND-A4WC-10A	401fdccc-0367-4592-9129-8fb991e8d0ae	TCGA-ND-A4WC-10A-01	5e9737a5-1129-447d-a97e-8b15509fee89	TCGA-ND-A4WC-10A-01D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	6385194a-d75b-4bd3-9e70-9aa36250d5b9	TCGA-ND-A4WC	ed0fb756-04b1-4205-a998-3eafffe43190	TCGA-ND-A4WC-01A	e93c2e67-4ef0-425e-93cf-b1080651aa2a	TCGA-ND-A4WC-01A-21	28c3a15d-11f3-49bb-b87a-9e51c25f75ae	TCGA-ND-A4WC-01A-21D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	6385194a-d75b-4bd3-9e70-9aa36250d5b9	TCGA-ND-A4WC	ed0fb756-04b1-4205-a998-3eafffe43190	TCGA-ND-A4WC-01A	e93c2e67-4ef0-425e-93cf-b1080651aa2a	TCGA-ND-A4WC-01A-21	a40ce352-e65c-41ee-9fe2-b92e0af39272	TCGA-ND-A4WC-01A-21R	1.86	'--	'--	RNA	R	'--	0.18	'--	'--	'--	'--	UV Spec	released	'--
TCGA-UCS	6385194a-d75b-4bd3-9e70-9aa36250d5b9	TCGA-ND-A4WC	ed0fb756-04b1-4205-a998-3eafffe43190	TCGA-ND-A4WC-01A	e93c2e67-4ef0-425e-93cf-b1080651aa2a	TCGA-ND-A4WC-01A-21	bef37bf7-a09c-4581-89d9-c0ebd114a5cb	TCGA-ND-A4WC-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	4f0124a6-4a5b-4e42-b9ff-d7de51d2148c	TCGA-N6-A4VE	174a5796-b44c-4c98-850e-fecdf2b06759	TCGA-N6-A4VE-01A	a3d3d2c3-fa0d-499a-8a3c-2c478e5299bf	TCGA-N6-A4VE-01A-11	0c426c98-955e-4396-b0cf-c5bd44f85111	TCGA-N6-A4VE-01A-11R	1.87	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-UCS	4f0124a6-4a5b-4e42-b9ff-d7de51d2148c	TCGA-N6-A4VE	174a5796-b44c-4c98-850e-fecdf2b06759	TCGA-N6-A4VE-01A	a3d3d2c3-fa0d-499a-8a3c-2c478e5299bf	TCGA-N6-A4VE-01A-11	5c908d43-4e94-4f97-a0ab-79517fefde32	TCGA-N6-A4VE-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	4f0124a6-4a5b-4e42-b9ff-d7de51d2148c	TCGA-N6-A4VE	174a5796-b44c-4c98-850e-fecdf2b06759	TCGA-N6-A4VE-01A	a3d3d2c3-fa0d-499a-8a3c-2c478e5299bf	TCGA-N6-A4VE-01A-11	91cdacb5-8ab5-4cbd-9ab9-41d0865d2d8f	TCGA-N6-A4VE-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	4f0124a6-4a5b-4e42-b9ff-d7de51d2148c	TCGA-N6-A4VE	f5b468dd-fbd7-4cff-9729-ac6fa91c93e2	TCGA-N6-A4VE-11A	ed528bb4-4de4-4bc6-9ad8-5fad5a7966e1	TCGA-N6-A4VE-11A-12	e927fcaf-431a-496e-a690-995f0eed4701	TCGA-N6-A4VE-11A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	4f0124a6-4a5b-4e42-b9ff-d7de51d2148c	TCGA-N6-A4VE	f5b468dd-fbd7-4cff-9729-ac6fa91c93e2	TCGA-N6-A4VE-11A	ed528bb4-4de4-4bc6-9ad8-5fad5a7966e1	TCGA-N6-A4VE-11A-12	ea6eecd2-e2c8-4c9f-9f9c-5edb4b63f06f	TCGA-N6-A4VE-11A-12D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-BRCA	7861a5f2-8910-4bcb-9c34-f79c5acd6e21	TCGA-A8-A075	d123ad55-3559-4185-87c1-a16235950bfc	TCGA-A8-A075-10B	c069eeb7-0fed-449d-8e08-ca43c2645c1f	TCGA-A8-A075-10B-01	04c804ac-2c47-4270-8d61-764a957a75a3	TCGA-A8-A075-10B-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	7861a5f2-8910-4bcb-9c34-f79c5acd6e21	TCGA-A8-A075	d123ad55-3559-4185-87c1-a16235950bfc	TCGA-A8-A075-10B	c069eeb7-0fed-449d-8e08-ca43c2645c1f	TCGA-A8-A075-10B-01	27c1be5b-49fb-418b-a9be-7dcfc371cbb3	TCGA-A8-A075-10B-01D	1.88	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	7861a5f2-8910-4bcb-9c34-f79c5acd6e21	TCGA-A8-A075	d123ad55-3559-4185-87c1-a16235950bfc	TCGA-A8-A075-10B	c069eeb7-0fed-449d-8e08-ca43c2645c1f	TCGA-A8-A075-10B-01	db43784d-ff73-4332-bb2e-1d0b63946d26	TCGA-A8-A075-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	7861a5f2-8910-4bcb-9c34-f79c5acd6e21	TCGA-A8-A075	d3263082-946d-4420-8a63-8d67eeee09c5	TCGA-A8-A075-01A	72523dd7-bf1d-4e45-9016-7f0994e2ea71	TCGA-A8-A075-01A-11	604d99a4-3f8e-4267-bb83-c1ef582899c3	TCGA-A8-A075-01A-11D	2.23	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	7861a5f2-8910-4bcb-9c34-f79c5acd6e21	TCGA-A8-A075	d3263082-946d-4420-8a63-8d67eeee09c5	TCGA-A8-A075-01A	72523dd7-bf1d-4e45-9016-7f0994e2ea71	TCGA-A8-A075-01A-11	6e582e30-2c52-40d9-b38c-4ed9284f043a	TCGA-A8-A075-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	7861a5f2-8910-4bcb-9c34-f79c5acd6e21	TCGA-A8-A075	d3263082-946d-4420-8a63-8d67eeee09c5	TCGA-A8-A075-01A	72523dd7-bf1d-4e45-9016-7f0994e2ea71	TCGA-A8-A075-01A-11	84df97da-9fd8-4dbd-b9d5-09c10acae8ec	TCGA-A8-A075-01A-11X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	7861a5f2-8910-4bcb-9c34-f79c5acd6e21	TCGA-A8-A075	d3263082-946d-4420-8a63-8d67eeee09c5	TCGA-A8-A075-01A	72523dd7-bf1d-4e45-9016-7f0994e2ea71	TCGA-A8-A075-01A-11	8ea8bd47-0e8a-4b6f-b87a-27c1bdef9b7e	TCGA-A8-A075-01A-11R	1.79	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.6	8.0	UV Spec	released	'--
TCGA-BRCA	8db69f1d-72e2-40ba-ad8a-cf228499840d	TCGA-C8-A8HP	259bd5ce-3ff0-4a9e-8a4a-0adff5b064dd	TCGA-C8-A8HP-10A	53bf8c4f-c78e-434e-992e-265430777fed	TCGA-C8-A8HP-10A-01	1fe67484-389a-4bac-bc77-f38430cb3500	TCGA-C8-A8HP-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	8db69f1d-72e2-40ba-ad8a-cf228499840d	TCGA-C8-A8HP	259bd5ce-3ff0-4a9e-8a4a-0adff5b064dd	TCGA-C8-A8HP-10A	53bf8c4f-c78e-434e-992e-265430777fed	TCGA-C8-A8HP-10A-01	29484d03-735d-4ca4-abd3-8f0d6043152e	TCGA-C8-A8HP-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	8db69f1d-72e2-40ba-ad8a-cf228499840d	TCGA-C8-A8HP	8a384d0c-be3c-4a35-8b57-2c48de743ebe	TCGA-C8-A8HP-01A	c94e5a29-6efe-41ce-a372-7778f4bf038a	TCGA-C8-A8HP-01A-11	006f4a58-726b-4eeb-985e-73fcca9e70a4	TCGA-C8-A8HP-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	8db69f1d-72e2-40ba-ad8a-cf228499840d	TCGA-C8-A8HP	8a384d0c-be3c-4a35-8b57-2c48de743ebe	TCGA-C8-A8HP-01A	c94e5a29-6efe-41ce-a372-7778f4bf038a	TCGA-C8-A8HP-01A-11	7bed8eb0-60c9-4e7d-8dd7-4453559fba38	TCGA-C8-A8HP-01A-11R	1.94	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.53	7.4	UV Spec	released	'--
TCGA-BRCA	8db69f1d-72e2-40ba-ad8a-cf228499840d	TCGA-C8-A8HP	8a384d0c-be3c-4a35-8b57-2c48de743ebe	TCGA-C8-A8HP-01A	c94e5a29-6efe-41ce-a372-7778f4bf038a	TCGA-C8-A8HP-01A-11	c16d9ca4-23d5-4755-96e6-bfc4422d10fc	TCGA-C8-A8HP-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	a6e5f869-1182-4f81-b4bb-cf55261c8f3f	TCGA-D8-A3Z6	026232e8-608b-420f-8b69-f51598ba17ca	TCGA-D8-A3Z6-10A	5817cb53-917a-432e-8a4e-e9983ca1c834	TCGA-D8-A3Z6-10A-01	10d35c12-54ef-49ca-8c50-1c36d88dec5a	TCGA-D8-A3Z6-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	a6e5f869-1182-4f81-b4bb-cf55261c8f3f	TCGA-D8-A3Z6	026232e8-608b-420f-8b69-f51598ba17ca	TCGA-D8-A3Z6-10A	5817cb53-917a-432e-8a4e-e9983ca1c834	TCGA-D8-A3Z6-10A-01	c5f2f0c8-04f3-4f0d-995d-da9035651ce1	TCGA-D8-A3Z6-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	a6e5f869-1182-4f81-b4bb-cf55261c8f3f	TCGA-D8-A3Z6	287b037a-c32a-49f0-bed6-7674d2e26574	TCGA-D8-A3Z6-01A	199a9b70-91d0-47a8-88ae-cb81d6b070ee	TCGA-D8-A3Z6-01A-11	0ff00b16-9d9b-4240-be44-67cd9c704d2d	TCGA-D8-A3Z6-01A-11R	1.75	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.4	8.5	UV Spec	released	'--
TCGA-BRCA	a6e5f869-1182-4f81-b4bb-cf55261c8f3f	TCGA-D8-A3Z6	287b037a-c32a-49f0-bed6-7674d2e26574	TCGA-D8-A3Z6-01A	199a9b70-91d0-47a8-88ae-cb81d6b070ee	TCGA-D8-A3Z6-01A-11	849c4f57-942a-4fbf-90bc-5ded0c2f8862	TCGA-D8-A3Z6-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	a6e5f869-1182-4f81-b4bb-cf55261c8f3f	TCGA-D8-A3Z6	287b037a-c32a-49f0-bed6-7674d2e26574	TCGA-D8-A3Z6-01A	199a9b70-91d0-47a8-88ae-cb81d6b070ee	TCGA-D8-A3Z6-01A-11	9db64d27-f52d-4b4b-a5cf-82a2bc408f42	TCGA-D8-A3Z6-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	09d6e904-7184-4788-8a19-04f8c46cb13f	TCGA-BH-AB28	38351274-be7a-4c12-adaf-9678688e6640	TCGA-BH-AB28-10A	5d5c1c2e-f555-4bef-96d8-a80c920fa139	TCGA-BH-AB28-10A-01	79bab31e-52d3-4e59-b70e-3116ff36ff92	TCGA-BH-AB28-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	09d6e904-7184-4788-8a19-04f8c46cb13f	TCGA-BH-AB28	b884af8f-ff0c-4cac-9a26-f4f27b35f8e7	TCGA-BH-AB28-01A	cb8f96f3-42c8-4ae5-adc7-eb15a7f34880	TCGA-BH-AB28-01A-31	18c7a965-6646-4257-b54b-e452244ca277	TCGA-BH-AB28-01A-31D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	09d6e904-7184-4788-8a19-04f8c46cb13f	TCGA-BH-AB28	b884af8f-ff0c-4cac-9a26-f4f27b35f8e7	TCGA-BH-AB28-01A	cb8f96f3-42c8-4ae5-adc7-eb15a7f34880	TCGA-BH-AB28-01A-31	68ae2a4b-9861-47d9-bbee-40e794ddc6b6	TCGA-BH-AB28-01A-31R	1.81	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	2.19	9.7	UV Spec	released	'--
TCGA-BRCA	09d6e904-7184-4788-8a19-04f8c46cb13f	TCGA-BH-AB28	bb128895-972c-48ab-8cb4-ffa9e6448692	TCGA-BH-AB28-11A	19b05dcc-4844-4608-8b83-7f66546b8af1	TCGA-BH-AB28-11A-31	4abb5d98-aab7-417f-9e94-652e39a75da3	TCGA-BH-AB28-11A-31D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	7941d1c7-5319-4e8d-a15f-60b61cb68a9b	TCGA-C5-A1BJ	7b080a45-a698-4873-b41b-29f4e6e9d5a1	TCGA-C5-A1BJ-10A	923cff59-bf00-4906-9eb0-1e8b1d15f13d	TCGA-C5-A1BJ-10A-01	3b0d60a4-9a37-4b25-9878-12d1cea1a676	TCGA-C5-A1BJ-10A-01D	1.96	'--	'--	DNA	D	'--	0.18	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-CESC	7941d1c7-5319-4e8d-a15f-60b61cb68a9b	TCGA-C5-A1BJ	7b080a45-a698-4873-b41b-29f4e6e9d5a1	TCGA-C5-A1BJ-10A	923cff59-bf00-4906-9eb0-1e8b1d15f13d	TCGA-C5-A1BJ-10A-01	655a3970-0a50-4c10-9c66-cc3b5d757907	TCGA-C5-A1BJ-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	7941d1c7-5319-4e8d-a15f-60b61cb68a9b	TCGA-C5-A1BJ	c7b95d35-7fe9-4c25-94c6-ae6d7416a5c7	TCGA-C5-A1BJ-01A	3c5cf1f9-a6d8-4bab-b41b-3dfa4e0cc054	TCGA-C5-A1BJ-01A-11	0c212211-6203-481e-91ed-16ede4196ebe	TCGA-C5-A1BJ-01A-11R	1.83	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.6	8.7	UV Spec	released	'--
TCGA-CESC	7941d1c7-5319-4e8d-a15f-60b61cb68a9b	TCGA-C5-A1BJ	c7b95d35-7fe9-4c25-94c6-ae6d7416a5c7	TCGA-C5-A1BJ-01A	3c5cf1f9-a6d8-4bab-b41b-3dfa4e0cc054	TCGA-C5-A1BJ-01A-11	496c6649-32a0-4cde-b3f2-ed5d2faa07cc	TCGA-C5-A1BJ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	7941d1c7-5319-4e8d-a15f-60b61cb68a9b	TCGA-C5-A1BJ	c7b95d35-7fe9-4c25-94c6-ae6d7416a5c7	TCGA-C5-A1BJ-01A	3c5cf1f9-a6d8-4bab-b41b-3dfa4e0cc054	TCGA-C5-A1BJ-01A-11	4b95e170-08d2-4f0c-bd98-fdbbe5fffa51	TCGA-C5-A1BJ-01A-11D	1.98	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-UVM	c510a423-6ab1-431e-9248-d2ac91fdedba	TCGA-V4-A9ES	0c868425-bb23-45c7-b665-289585923faf	TCGA-V4-A9ES-10A	94c781f6-630d-411c-a52c-df64c827b00b	TCGA-V4-A9ES-10A-01	9bf2b156-292a-4173-b555-d9cc8466750e	TCGA-V4-A9ES-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	c510a423-6ab1-431e-9248-d2ac91fdedba	TCGA-V4-A9ES	1bc52c96-a28e-4e9c-ad3f-0797234c5a12	TCGA-V4-A9ES-01A	0127d410-0278-4b9c-8915-46eaa8e66e49	TCGA-V4-A9ES-01A-11	208f7662-875c-4702-91fe-834fa33d6531	TCGA-V4-A9ES-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	c510a423-6ab1-431e-9248-d2ac91fdedba	TCGA-V4-A9ES	1bc52c96-a28e-4e9c-ad3f-0797234c5a12	TCGA-V4-A9ES-01A	0127d410-0278-4b9c-8915-46eaa8e66e49	TCGA-V4-A9ES-01A-11	900f5541-30af-4974-ab28-6200c840ac0f	TCGA-V4-A9ES-01A-11R	1.92	'--	'--	RNA	R	'--	0.18	nRNA - Melanoma Protocol	Yes	1.78	9.4	UV Spec	released	'--
TCGA-UVM	9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e	TCGA-VD-A8K8	1f8344de-a0f5-41c3-bda1-71e9f6f6e2a2	TCGA-VD-A8K8-10A	d34e7d45-37ca-4351-930d-192de7dcfc64	TCGA-VD-A8K8-10A-01	74b43766-6652-4c8a-9592-2b28d570b500	TCGA-VD-A8K8-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e	TCGA-VD-A8K8	f059cda8-574a-4191-a915-462a04dbb403	TCGA-VD-A8K8-10B	52baabc1-f559-4ada-8b77-fd2ed7e9e646	TCGA-VD-A8K8-10B-01	333aab5a-b422-409a-ab5f-c7bb537959ac	TCGA-VD-A8K8-10B-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e	TCGA-VD-A8K8	f23780fd-dfeb-472b-b747-84ece2a6226d	TCGA-VD-A8K8-01A	314444c2-c088-4692-aa3a-27875f573b44	TCGA-VD-A8K8-01A-11	3d7dbea4-cdeb-46c7-baf7-98e0149c28c7	TCGA-VD-A8K8-01A-11R	1.92	'--	'--	RNA	R	'--	0.18	nRNA - Melanoma Protocol	Yes	1.4	8.1	UV Spec	released	'--
TCGA-UVM	9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e	TCGA-VD-A8K8	f23780fd-dfeb-472b-b747-84ece2a6226d	TCGA-VD-A8K8-01A	314444c2-c088-4692-aa3a-27875f573b44	TCGA-VD-A8K8-01A-11	5f3bce1a-c8e6-4885-abcc-8912a371fc3d	TCGA-VD-A8K8-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	892e7630-b11e-47bd-987c-327d33258e11	TCGA-V4-A9EX	69f3ece7-394d-4fa7-93e7-b6dcd538831a	TCGA-V4-A9EX-01A	024ec40c-3d0c-4696-b848-a4d25b8c9364	TCGA-V4-A9EX-01A-11	7c1e645c-e2ca-4581-89db-4aec50bfdd90	TCGA-V4-A9EX-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	892e7630-b11e-47bd-987c-327d33258e11	TCGA-V4-A9EX	69f3ece7-394d-4fa7-93e7-b6dcd538831a	TCGA-V4-A9EX-01A	024ec40c-3d0c-4696-b848-a4d25b8c9364	TCGA-V4-A9EX-01A-11	8d7d503f-1674-4e6a-9b5b-bc85373049bc	TCGA-V4-A9EX-01A-11R	1.89	'--	'--	RNA	R	'--	0.18	nRNA - Melanoma Protocol	Yes	1.5	9.1	UV Spec	released	'--
TCGA-UVM	892e7630-b11e-47bd-987c-327d33258e11	TCGA-V4-A9EX	e633fb19-c417-47ab-9676-73e95de23b46	TCGA-V4-A9EX-10A	7d3fa1da-67bc-42b6-8871-f5cb711cfc75	TCGA-V4-A9EX-10A-01	52164ea8-8180-4065-a49c-70d86b9fdc39	TCGA-V4-A9EX-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-UCS	8703c5c3-d519-4d78-a5f6-2ef53fca277a	TCGA-N7-A4Y8	5061a930-eac9-4466-8a46-083f5927e27b	TCGA-N7-A4Y8-01A	013c7174-de38-418e-8474-7d87bda09895	TCGA-N7-A4Y8-01A-11	0934fdc0-86e9-4f7b-aeb3-7337774dfd56	TCGA-N7-A4Y8-01A-11R	1.96	'--	'--	RNA	R	'--	0.17	'--	'--	'--	'--	UV Spec	released	'--
TCGA-UCS	8703c5c3-d519-4d78-a5f6-2ef53fca277a	TCGA-N7-A4Y8	5061a930-eac9-4466-8a46-083f5927e27b	TCGA-N7-A4Y8-01A	013c7174-de38-418e-8474-7d87bda09895	TCGA-N7-A4Y8-01A-11	51a61aa3-0ec7-49a2-91cc-17e5171cd71f	TCGA-N7-A4Y8-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	8703c5c3-d519-4d78-a5f6-2ef53fca277a	TCGA-N7-A4Y8	5061a930-eac9-4466-8a46-083f5927e27b	TCGA-N7-A4Y8-01A	013c7174-de38-418e-8474-7d87bda09895	TCGA-N7-A4Y8-01A-11	aa544a3e-a0db-4d45-bada-d6e9d837f913	TCGA-N7-A4Y8-01A-11D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	8703c5c3-d519-4d78-a5f6-2ef53fca277a	TCGA-N7-A4Y8	ea25ba3e-a2be-4684-9841-baba723c7c74	TCGA-N7-A4Y8-10A	a49d2677-a771-45bb-851b-cca5d191db15	TCGA-N7-A4Y8-10A-01	32cc45ca-63f5-4f06-92dd-c057caccf017	TCGA-N7-A4Y8-10A-01D	'--	'--	'--	DNA	D	'--	0.17	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	8703c5c3-d519-4d78-a5f6-2ef53fca277a	TCGA-N7-A4Y8	ea25ba3e-a2be-4684-9841-baba723c7c74	TCGA-N7-A4Y8-10A	a49d2677-a771-45bb-851b-cca5d191db15	TCGA-N7-A4Y8-10A-01	4880c167-078c-4da9-b53a-c3cdb1f37e5d	TCGA-N7-A4Y8-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-BRCA	75f6e476-233a-409c-a3ef-0240be569813	TCGA-JL-A3YX	659ee487-4309-4d68-a9bc-9079ee87e4a9	TCGA-JL-A3YX-01A	d450f927-eaf3-4a2e-98e5-0161a8bc8b9e	TCGA-JL-A3YX-01A-11	8713e3bb-0147-4a6f-93e8-257d3fe71142	TCGA-JL-A3YX-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	75f6e476-233a-409c-a3ef-0240be569813	TCGA-JL-A3YX	659ee487-4309-4d68-a9bc-9079ee87e4a9	TCGA-JL-A3YX-01A	d450f927-eaf3-4a2e-98e5-0161a8bc8b9e	TCGA-JL-A3YX-01A-11	9fb87575-21fa-406c-9bd5-87268f1c5c88	TCGA-JL-A3YX-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	75f6e476-233a-409c-a3ef-0240be569813	TCGA-JL-A3YX	659ee487-4309-4d68-a9bc-9079ee87e4a9	TCGA-JL-A3YX-01A	d450f927-eaf3-4a2e-98e5-0161a8bc8b9e	TCGA-JL-A3YX-01A-11	f2ede840-8530-4862-801f-bd8e177a2346	TCGA-JL-A3YX-01A-11R	1.8	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.7	9.1	UV Spec	released	'--
