"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"844",21,27,29,28,32,25,17,23,26,28,25,18,22,26,22
"845",22,21,29,24,23,26,24,23,27,19,24,23,25,23,25
"846",29,28,23,30,24,17,29,19,22,26,25,25,24,26,29
"847",27,23,25,27,29,25,27,29,27,24,24,25,23,24,27
"848",27,26,25,30,20,24,23,22,24,30,23,27,27,24,26
"849",27,23,22,25,24,26,25,23,30,22,27,28,27,27,23
"850",23,15,25,24,23,18,33,24,22,26,27,22,21,23,24
"851",19,27,30,28,23,20,26,30,27,20,22,23,27,28,28
"852",22,23,25,25,21,26,22,23,31,20,24,19,21,24,22
"853",26,25,14,33,23,25,28,31,21,26,26,23,25,25,28
"854",29,25,20,28,29,30,25,28,22,23,25,21,23,25,26
"855",26,26,24,23,28,27,19,24,21,24,30,22,26,26,26
"856",20,24,27,18,20,26,21,22,27,27,23,24,22,26,29
"857",20,20,27,21,20,26,20,21,31,27,32,26,21,24,27
"858",28,28,21,28,24,19,25,30,25,18,23,24,28,24,19
"859",23,31,27,35,18,24,25,27,35,24,22,27,26,29,25
"860",32,23,27,24,27,25,26,26,25,26,25,32,22,26,26
"861",22,21,23,21,26,31,32,32,23,25,28,26,23,18,25
"862",24,19,25,22,26,26,26,24,23,30,24,24,24,24,21
"863",24,32,24,21,22,23,30,21,26,22,23,20,22,24,23
"864",23,16,20,19,19,24,23,27,25,22,30,25,26,25,25
"865",17,29,21,25,22,22,21,23,25,22,23,26,26,24,21
"866",22,24,20,26,23,28,25,25,23,19,24,22,20,28,20
"867",20,28,31,28,29,22,22,21,21,25,26,23,25,25,23
"868",37,24,21,21,24,21,23,27,25,29,29,25,22,25,30
"869",27,26,21,25,19,20,24,26,24,31,23,34,28,24,22
"870",28,20,33,33,23,23,22,29,33,21,26,22,26,27,22
"871",21,30,27,24,21,33,25,19,21,22,35,23,31,24,25
"872",23,27,24,20,33,23,25,26,28,29,28,23,26,24,20
"873",29,29,23,28,23,25,24,28,30,30,27,22,19,29,24
"874",22,35,27,31,24,22,23,29,25,22,28,27,18,26,23
"875",26,29,24,24,22,22,28,27,22,26,22,26,21,31,25
"876",28,23,26,24,21,21,26,26,28,27,25,22,24,27,30
"877",28,25,30,26,20,23,28,27,27,31,27,21,23,19,25
"878",26,28,19,28,26,18,29,27,25,23,20,25,21,23,28
"879",30,23,32,25,31,27,18,24,24,28,27,19,27,25,24
"880",18,22,29,24,26,25,26,28,23,25,25,22,20,24,23
"881",27,28,25,23,26,23,33,25,24,22,26,22,23,22,24
"882",30,23,28,27,21,23,25,22,27,24,26,22,26,25,25
"883",26,28,21,32,24,20,26,28,20,21,29,26,22,23,25
"884",21,27,22,18,28,26,20,26,18,21,23,29,19,24,26
"885",22,24,20,23,24,31,25,30,30,35,25,23,27,25,25
"886",26,19,23,23,25,23,25,23,22,24,24,26,27,27,23
"887",21,23,24,26,26,23,24,30,31,27,24,26,24,21,22
"888",19,29,19,29,24,24,27,23,17,21,22,24,24,18,24
"889",27,35,25,27,22,31,22,30,21,28,30,24,26,23,23
"890",21,23,23,26,25,26,23,29,20,25,25,23,26,18,24
"891",26,29,20,27,27,26,24,22,24,18,25,26,31,26,20
"892",24,19,27,27,19,26,24,21,22,23,25,20,23,24,20
"893",34,29,32,30,20,27,26,24,30,25,27,28,27,25,21
"894",23,31,27,23,27,26,21,21,25,22,24,25,28,31,29
"895",25,23,19,21,28,26,23,21,23,20,26,23,29,22,24
"896",20,24,25,29,19,25,28,31,28,25,27,25,27,20,26
"897",27,21,26,29,27,24,31,34,24,30,25,25,23,25,28
"898",29,25,26,21,28,22,27,22,26,20,20,25,21,23,29
"899",22,23,26,26,23,25,31,23,25,19,24,21,26,27,24
"900",24,24,25,24,22,20,19,26,22,31,26,24,22,24,19
"901",31,26,27,23,22,22,22,29,25,21,22,26,26,26,22
"902",16,28,23,23,26,25,18,23,30,23,22,22,25,22,21
"903",26,29,22,18,20,25,22,32,23,24,25,25,26,30,30
"904",23,27,29,25,20,26,23,23,23,25,23,26,25,23,27
"905",28,22,29,26,24,23,26,27,25,20,22,23,21,24,24
"906",26,25,26,32,27,21,29,25,23,23,25,21,32,21,19
"907",23,25,28,23,26,25,28,26,24,31,23,27,27,22,24
"908",20,27,25,21,21,21,26,26,22,22,27,24,20,23,28
"909",31,25,25,24,26,24,22,22,31,22,29,24,25,24,30
"910",28,35,27,26,21,28,23,23,29,29,28,23,27,27,25
"911",24,22,22,31,28,21,22,22,23,29,24,24,32,22,30
"912",24,20,22,26,28,20,22,23,33,24,22,25,20,26,21
"913",30,21,26,31,31,28,28,23,21,27,26,22,27,20,23
"914",23,27,31,18,18,21,34,20,27,25,25,28,28,24,23
"915",31,25,22,32,24,27,18,24,24,20,28,22,29,30,28
"916",27,26,20,15,17,33,20,28,27,22,25,24,19,16,24
"917",24,29,24,20,22,28,25,28,25,25,23,20,28,25,29
"918",25,26,26,18,31,21,25,28,31,24,28,24,25,21,28
"919",24,28,23,21,23,20,21,28,22,26,25,27,20,22,24
"920",22,22,21,30,27,25,25,31,25,22,28,25,30,23,30
"921",23,23,20,26,21,24,24,22,26,19,26,20,24,29,24
"922",26,27,22,26,23,26,25,23,29,22,22,28,25,20,20
"923",26,26,25,31,27,22,26,28,30,26,25,21,30,30,26
"924",19,21,27,28,22,25,23,25,30,31,26,28,24,27,22
"925",22,23,27,22,25,25,25,30,24,29,24,23,27,25,27
"926",31,24,28,25,25,24,18,19,30,24,22,21,27,27,28
"927",25,24,26,26,25,28,21,20,22,24,22,19,27,24,29
"928",23,17,32,22,25,23,22,22,35,33,23,25,26,22,25
"929",24,23,18,20,19,22,27,18,29,20,23,25,35,28,22
"930",24,20,25,21,25,31,19,19,23,23,22,25,24,19,20
"931",29,21,27,21,19,20,26,27,30,23,20,24,23,29,28
"932",31,26,28,22,22,21,15,22,21,24,27,23,25,21,22
"933",29,22,25,25,26,23,22,22,15,24,25,25,27,24,18
"934",24,34,24,27,23,21,20,25,22,28,24,23,23,29,30
"935",26,31,24,33,22,28,34,26,20,25,28,25,22,29,24
"936",28,30,27,31,21,27,27,23,24,23,25,24,21,25,24
"937",22,28,26,31,27,31,21,31,23,29,28,31,24,28,29
"938",30,27,30,33,27,25,24,21,22,24,28,27,28,23,26
"939",21,23,29,19,28,31,29,27,26,29,20,20,24,22,26
"940",25,23,26,25,25,28,26,30,29,22,27,25,28,27,24
"941",21,25,33,25,26,22,27,33,28,25,27,26,19,21,26
"942",24,24,15,30,37,31,23,25,19,25,21,28,26,23,24
"943",23,19,31,21,20,26,27,34,31,27,26,24,31,26,21
"944",27,27,22,20,23,24,27,25,19,28,28,23,23,25,24
"945",22,31,26,25,28,23,18,25,25,17,26,20,23,25,27
"946",24,30,23,22,26,21,28,25,25,22,26,22,28,23,31
"947",31,24,19,30,22,22,23,20,24,24,34,27,24,28,26
"948",30,25,26,26,29,24,25,26,22,21,32,25,25,22,26
"949",22,25,20,22,24,20,23,38,27,25,24,23,23,23,24
"950",30,27,25,23,23,23,28,22,24,22,27,24,25,25,20
"951",29,27,22,26,29,18,27,23,26,23,21,22,32,26,28
"952",23,26,19,25,22,29,22,25,24,28,28,26,20,30,25
"953",15,19,26,24,20,26,24,27,27,31,21,26,30,27,28
"954",28,23,25,32,27,28,27,25,21,26,22,26,27,20,22
"955",32,28,28,26,29,26,26,27,30,25,23,26,26,23,20
"956",16,30,22,29,26,19,27,25,24,27,24,26,26,27,24
"957",27,23,17,23,17,25,20,17,23,23,25,20,26,26,25
"958",28,21,24,25,25,24,22,24,22,22,24,21,19,24,22
"959",23,26,28,18,25,21,27,29,28,26,23,28,23,29,25
"960",27,26,32,19,22,24,21,22,20,24,21,22,24,23,23
"961",18,22,21,20,27,27,25,20,21,31,26,27,23,22,28
"962",29,18,18,22,19,25,24,34,23,27,27,26,26,25,24
"963",19,25,19,27,24,25,25,20,20,17,24,31,27,26,26
"964",30,26,22,23,23,19,23,21,24,29,24,27,29,25,27
"965",24,26,24,20,26,27,25,25,26,26,23,23,19,25,28
"966",25,25,20,22,23,26,19,25,22,29,27,23,23,30,23
"967",19,18,19,28,22,18,34,22,22,31,23,21,28,23,23
"968",19,24,21,23,24,24,27,21,24,27,24,28,26,24,34
"969",15,28,19,24,28,27,21,19,25,30,24,22,26,31,24
"970",25,19,20,21,24,24,19,19,22,22,23,29,26,27,25
"971",25,23,24,19,17,30,25,20,29,27,24,27,28,26,27
"972",27,29,22,18,19,23,29,22,25,25,21,22,28,23,27
"973",19,19,25,32,27,21,27,30,24,28,24,21,24,22,21
"974",25,26,19,21,25,28,29,29,16,24,26,23,24,26,28
"975",25,30,26,22,31,24,30,29,26,22,26,29,29,23,21
"976",21,22,25,21,30,22,26,27,24,25,22,25,26,24,27
"977",23,23,25,18,22,21,29,33,24,25,24,25,20,27,25
"978",24,27,27,19,29,27,21,25,23,25,25,26,21,26,21
"979",30,37,23,22,26,22,30,21,30,23,22,27,26,23,27
"980",23,27,20,27,28,22,27,25,21,24,26,24,23,25,25
"981",18,20,30,21,18,21,27,27,24,23,27,25,23,26,26
"982",26,27,25,22,28,26,19,27,26,31,21,24,28,25,28
"983",24,25,26,28,27,27,20,25,21,27,23,24,22,19,28
"984",23,18,26,21,22,19,26,19,19,24,24,25,26,25,33
"985",20,26,30,20,22,28,28,27,25,26,24,29,24,25,27
"986",28,24,28,28,25,25,25,28,22,19,23,23,23,24,29
"987",18,25,29,20,22,26,21,19,30,29,18,20,29,18,28
"988",26,18,28,23,27,23,27,20,23,25,21,20,26,25,22
"989",23,26,27,29,19,21,24,21,22,16,19,25,24,25,25
"990",25,19,25,26,28,24,21,31,23,24,30,21,27,27,21
"991",16,24,21,23,23,26,28,20,24,23,25,28,21,25,26
"992",22,21,28,31,29,30,23,22,15,29,28,24,19,24,25
"993",20,26,19,31,26,25,29,29,26,20,26,26,32,25,22
"994",19,25,29,26,28,22,23,28,22,22,21,24,23,26,21
"995",22,20,19,32,28,22,29,22,26,27,22,29,20,27,25
"996",25,21,26,24,29,21,26,22,27,27,26,22,25,22,20
"997",24,27,29,26,32,24,26,27,33,27,26,27,24,26,24
"998",22,23,24,31,18,27,30,19,29,24,23,23,21,22,24
"999",29,21,20,22,30,18,25,26,21,28,23,19,23,28,21
"1000",24,19,20,24,28,24,23,18,28,19,28,29,20,23,24
"1001",25,30,26,23,22,31,25,28,25,27,26,24,22,22,22
"1002",25,26,29,24,27,24,21,25,24,26,22,25,21,24,26
