"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"843",34,59,48,24,88,44,45,44,55,42,53,48,44,57,47
"844",63,40,41,44,64,33,50,55,47,75,52,57,43,59,48
"845",59,57,33,39,75,32,78,39,54,27,33,61,49,50,49
"846",17,43,50,20,26,56,48,41,52,48,43,50,44,47,47
"847",48,21,10,76,20,60,42,60,43,52,35,52,47,43,53
"848",66,76,42,80,32,44,41,44,37,48,45,45,56,51,42
"849",27,33,17,26,45,41,53,49,57,49,51,46,55,54,69
"850",126,67,54,60,73,43,35,54,38,70,57,63,57,49,65
"851",47,28,17,12,53,69,54,62,51,52,42,48,38,57,50
"852",72,45,53,79,42,39,66,61,53,52,53,49,61,51,52
"853",68,45,54,84,36,39,57,39,36,48,50,44,60,46,37
"854",43,121,70,48,61,61,43,60,51,41,57,57,38,44,48
"855",35,45,56,106,26,41,51,56,56,47,46,42,51,41,70
"856",21,26,41,75,20,45,52,41,44,48,46,51,49,46,36
"857",88,66,35,43,139,49,36,49,59,60,53,59,50,43,52
"858",44,62,59,75,17,54,66,45,30,55,44,55,40,44,55
"859",74,4,73,38,74,45,55,51,50,46,43,44,49,60,48
"860",69,37,59,105,30,42,55,31,58,41,47,48,46,58,53
"861",37,20,81,54,113,44,48,48,51,60,57,55,51,39,63
"862",45,57,14,49,79,41,43,38,45,39,50,40,46,53,48
"863",58,51,62,67,61,41,49,53,76,42,39,62,50,40,45
"864",39,43,19,28,39,59,75,38,65,32,45,62,43,57,56
"865",40,55,84,80,54,57,52,52,46,39,39,50,63,62,48
"866",46,57,55,38,29,62,36,47,63,63,46,55,45,53,52
"867",33,75,115,68,35,56,48,65,39,43,65,41,39,60,48
"868",37,42,40,23,36,49,61,48,83,56,56,50,39,60,55
"869",47,83,12,26,40,42,26,40,61,78,57,61,60,53,55
"870",34,41,71,95,72,38,53,39,50,62,53,34,44,56,47
"871",34,107,46,14,87,35,54,61,55,59,47,61,59,53,42
"872",32,70,50,23,53,59,55,51,46,43,46,42,61,55,59
"873",110,52,55,25,31,56,47,60,37,49,38,44,38,43,43
"874",15,26,49,87,45,55,45,67,50,45,45,40,53,65,50
"875",56,17,36,86,36,46,57,32,56,49,41,57,35,50,39
"876",55,50,20,54,130,50,49,56,53,52,65,37,59,50,37
"877",33,66,98,48,31,51,58,31,36,52,57,48,45,57,60
"878",85,80,58,75,25,43,61,65,71,55,46,53,59,48,45
"879",10,26,40,103,15,47,63,48,40,51,49,53,54,47,60
"880",8,32,25,41,90,45,54,72,30,47,55,45,44,54,63
"881",61,85,34,37,35,41,74,51,35,57,48,45,55,46,55
"882",62,47,44,30,47,46,49,35,50,48,46,56,50,39,53
"883",52,36,42,56,76,44,38,59,71,73,47,45,59,67,48
"884",27,49,130,64,58,44,36,50,57,76,45,51,47,41,45
"885",63,47,84,81,68,47,44,58,54,33,45,53,52,39,45
"886",59,33,36,58,30,42,55,49,47,37,54,61,61,41,47
"887",24,39,34,22,78,79,60,52,96,31,43,54,41,56,51
"888",46,53,31,72,65,30,60,55,45,73,44,54,50,63,57
"889",66,25,65,69,46,59,39,36,37,49,47,63,61,53,60
"890",59,31,30,75,68,52,45,61,35,46,62,48,43,53,52
"891",19,43,40,86,39,44,69,61,50,70,55,39,47,50,45
"892",33,43,40,69,35,56,52,43,63,57,42,55,54,76,54
"893",82,79,20,21,71,31,39,42,81,55,46,56,54,47,48
"894",61,44,65,63,42,27,48,49,48,50,57,58,50,45,66
"895",58,64,29,56,37,56,46,52,55,58,61,53,39,40,60
"896",23,44,41,34,38,56,44,49,51,50,48,43,47,52,33
"897",87,10,49,37,66,51,49,35,26,46,42,49,62,49,41
"898",37,61,40,37,47,43,54,53,66,57,47,63,50,67,36
"899",72,72,42,77,31,50,39,71,65,46,55,53,46,49,67
"900",62,26,56,77,35,64,40,58,59,39,55,40,44,50,54
"901",48,95,33,38,35,37,58,48,34,64,53,47,52,48,45
"902",53,73,59,28,42,48,49,44,55,45,49,44,38,34,67
"903",30,50,57,53,41,56,55,52,56,41,58,48,60,62,56
"904",53,43,12,33,70,56,41,32,49,38,47,52,48,58,49
"905",40,75,42,61,92,40,40,61,46,48,46,53,47,55,56
"906",78,59,89,28,100,37,55,46,50,52,66,44,49,38,50
"907",43,22,58,39,42,68,53,51,58,46,41,43,50,52,45
"908",47,70,72,40,36,55,52,47,68,50,48,62,42,55,45
"909",92,42,25,72,52,54,55,48,43,43,45,50,52,53,53
"910",88,23,40,59,54,39,44,36,41,43,39,47,52,48,47
"911",34,42,59,54,75,47,45,56,61,51,49,40,55,54,42
"912",51,111,104,81,41,39,40,46,50,63,43,46,43,51,60
"913",37,52,47,15,57,48,54,52,49,37,57,56,55,44,45
"914",28,41,43,34,33,70,45,45,48,52,54,54,49,47,42
"915",86,18,53,54,36,41,48,52,51,52,42,46,49,54,37
"916",47,70,93,36,54,52,56,48,43,55,55,53,59,62,42
"917",49,15,31,81,45,47,58,51,56,56,45,51,52,55,53
"918",99,47,77,51,53,38,39,52,60,54,49,45,39,44,51
"919",29,89,51,66,83,78,56,54,57,63,49,51,34,54,54
"920",45,31,23,54,17,41,57,44,62,51,57,47,58,55,45
"921",53,14,29,27,47,60,39,28,27,46,48,42,52,43,43
"922",46,48,31,76,37,56,57,54,46,60,58,48,44,51,53
"923",77,25,88,46,55,64,77,61,54,40,49,50,57,47,59
"924",34,43,61,41,36,59,50,36,51,44,42,57,43,57,47
"925",43,43,74,45,35,47,53,60,59,44,67,44,44,55,53
"926",26,21,61,31,20,42,41,49,52,49,44,51,56,31,50
"927",48,61,48,51,28,45,57,46,54,69,55,59,66,50,53
"928",23,64,54,30,62,60,33,68,52,35,59,43,58,53,53
"929",33,73,107,38,45,58,58,75,44,41,60,61,43,55,54
"930",34,60,103,70,16,40,61,66,71,36,51,65,56,51,65
"931",39,41,32,40,29,67,41,36,53,49,51,48,60,52,44
"932",85,24,20,67,23,38,42,61,41,59,45,56,48,49,46
"933",61,59,34,42,54,52,56,56,46,44,44,50,59,50,61
"934",61,31,41,70,71,49,44,51,44,41,60,52,46,49,42
"935",44,58,44,69,12,51,43,55,54,38,55,39,42,69,47
"936",27,68,59,48,18,39,42,41,47,38,47,61,46,55,49
"937",58,73,102,64,31,41,34,43,47,61,67,51,45,41,53
"938",69,111,45,23,89,46,55,42,51,47,41,44,48,45,56
"939",47,72,37,59,28,46,57,36,49,38,50,54,43,47,49
"940",42,81,80,54,47,44,57,48,62,41,47,57,61,54,39
"941",58,25,40,57,35,41,56,43,46,37,51,51,53,52,56
"942",101,46,18,51,37,53,40,64,62,48,40,42,48,49,52
"943",33,57,96,85,56,51,42,50,54,62,42,41,54,44,59
"944",24,50,28,48,87,47,47,49,36,31,46,38,58,51,45
"945",42,25,51,28,44,64,39,61,70,32,53,52,53,60,42
"946",76,46,28,25,46,63,60,61,39,43,42,54,59,46,44
"947",68,74,51,93,73,58,57,53,65,68,47,52,39,58,40
"948",45,42,78,73,43,48,66,65,58,36,59,54,43,49,59
"949",67,35,54,20,54,39,72,36,52,53,57,39,52,43,47
"950",46,32,40,37,37,62,61,41,56,45,49,48,46,60,47
"951",25,60,35,7,49,55,38,53,71,49,57,42,49,38,44
"952",81,54,27,43,41,44,59,39,47,52,63,42,70,56,42
"953",21,18,47,31,38,40,41,51,44,30,56,59,50,54,45
"954",24,44,81,47,58,52,47,75,45,53,48,53,45,51,58
"955",70,42,60,34,54,40,54,46,60,49,42,63,58,51,39
"956",52,31,39,27,22,42,49,41,60,36,62,60,51,64,37
"957",38,41,26,36,66,64,42,57,67,41,50,57,51,47,47
"958",95,96,57,47,32,43,47,47,49,58,42,52,64,43,61
"959",69,59,26,107,28,50,62,59,38,38,38,57,48,44,38
"960",37,38,24,36,48,67,41,51,39,34,49,47,50,65,54
"961",23,44,60,75,77,60,39,56,54,46,46,46,43,51,48
"962",30,65,29,43,55,53,48,48,44,48,45,51,54,60,52
"963",76,79,107,23,56,55,62,44,45,51,64,47,58,40,49
"964",72,67,39,61,75,72,50,55,35,35,49,48,48,47,48
"965",13,55,37,53,25,64,33,53,43,41,51,47,47,46,55
"966",71,28,32,41,12,35,44,47,49,46,63,57,61,53,49
"967",30,32,24,16,32,25,51,52,69,49,57,39,41,42,46
"968",45,32,43,61,35,61,40,58,47,44,55,40,53,48,45
"969",20,55,107,58,34,55,40,42,45,31,50,53,63,37,54
"970",30,66,45,13,59,42,74,56,52,54,66,61,52,44,38
"971",31,92,40,37,34,49,47,61,48,59,57,48,51,49,40
"972",29,85,37,28,60,40,41,45,40,51,40,39,40,58,47
"973",62,23,23,56,13,54,51,49,50,54,25,43,49,50,47
"974",30,30,66,104,59,39,55,32,46,51,57,53,46,56,48
"975",58,70,61,62,43,46,64,43,51,52,55,42,39,51,45
"976",43,54,57,51,63,40,61,49,41,49,43,39,54,49,38
"977",55,36,20,58,21,67,52,36,51,52,35,66,44,46,55
"978",23,54,60,40,35,60,43,54,65,46,37,43,38,46,43
"979",35,35,23,37,23,34,49,44,34,55,44,41,66,43,47
"980",50,44,33,34,47,48,45,35,41,57,39,53,51,54,31
"981",35,41,33,48,51,58,48,75,40,45,55,52,48,51,55
"982",27,71,11,56,18,39,60,49,55,46,42,58,44,47,53
"983",61,80,60,17,71,37,74,47,73,34,63,57,45,66,49
"984",59,37,85,39,69,41,64,47,55,46,56,50,48,42,46
"985",57,27,49,50,57,42,34,49,56,56,43,47,44,42,49
"986",64,49,48,54,52,44,37,44,53,53,52,54,50,44,48
"987",67,18,97,8,45,45,57,48,48,36,55,49,46,53,48
"988",57,75,48,27,49,42,52,49,47,45,36,45,48,63,48
"989",44,43,72,93,48,43,41,44,43,43,43,57,42,52,51
"990",57,75,36,57,42,42,60,50,73,49,45,67,54,57,51
"991",45,57,35,45,38,45,47,41,30,47,45,57,60,50,55
"992",46,39,34,24,51,49,48,55,43,35,48,37,51,50,48
"993",37,73,43,21,63,38,44,68,55,64,40,38,41,49,40
"994",48,47,81,41,45,50,61,48,35,53,46,52,53,45,43
"995",41,47,81,68,28,36,58,41,61,57,39,50,49,62,49
"996",46,109,8,52,21,56,52,50,34,47,46,42,40,35,53
"997",95,55,23,50,39,55,49,48,34,39,45,62,49,45,49
"998",48,86,74,28,37,44,55,37,51,43,50,51,50,54,41
"999",48,56,27,44,55,57,34,56,50,48,46,49,47,37,47
"1000",40,39,51,23,18,51,57,49,44,55,48,44,67,59,50
"1001",101,87,32,53,58,58,50,38,35,48,37,56,46,41,49
"1002",89,77,28,42,45,41,71,74,34,52,56,51,50,39,45
